Source,Site,Lat,Long,Sample Start Year,Sample End Year,Currently Sampling?,Notes
SERC,Long Key Pass Inshore,24.79205,-80.86539,1995,2021,Y,
SERC,Long Key Pass Offshore,24.71318,-80.85812,1995,2021,Y,
SERC,Looe Key,24.54843,-81.39742,1995,2021,Y,
SERC,Looe Key Channel,24.58618,-81.41887,1995,2011,N,
SERC,Lower Harbor Keys,24.64157,-81.73210,1995,2011,N,
SERC,Lower Matecumbe Channel,24.80223,-80.71620,1995,2021,Y,
SERC,Lower Matecumbe Key,24.87123,-80.66865,1995,2021,Y,
SERC,Main Ship Channel,24.45803,-81.81297,1995,2011,N,
SERC,Man of War Harbor,24.58577,-81.80240,1995,2021,Y,
SERC,Marathon - Ocean 100th St,24.72254,-81.04338,2011,2021,Y,
SERC,Margo Fish Shoal,25.42798,-80.18200,1995,2011,N,
SERC,Marquesas Rock,24.45400,-82.22400,1995,2021,Y,
SERC,Marriott Beach side,24.57375,-81.76014,2011,2021,Y,
SERC,Marvin Key Channel,24.69772,-81.68318,1995,2021,Y,
SERC,Maryland Shoal,24.52162,-81.56432,1995,2021,Y,
SERC,Matecumbe Harbor,24.83442,-80.74682,1995,2021,Y,
SERC,Matecumbe Offshore,24.78453,-80.70570,1995,2011,N,
SERC,Middle Ground,24.49413,-81.89167,1995,2021,Y,
SERC,Molasses Reef,25.01609,-80.36763,1995,2021,Y,
SERC,Molasses Reef Channel,25.03082,-80.39527,1995,2021,Y,
SERC,Mosquito Bank,25.06018,-80.42312,1995,2021,Y,
SERC,N Boca Grande Channel,24.62900,-82.07133,1995,2021,Y,
SERC,N DTNP,24.75500,-82.85500,1995,2011,N,
SERC,N Quicksands,24.61667,-82.22333,1995,2011,N,
SERC,N Sluiceway,24.88333,-81.08333,2018,2018,N,
SERC,NE DTNP,24.70600,-82.74567,1995,2011,N,
SERC,New Ground,24.66533,-82.37400,1995,2021,Y,
SERC,Newfound Harbor Keys,24.62550,-81.41662,1995,2021,Y,
SERC,Northwest Channel,24.69060,-82.87444,1995,2011,N,
SERC,Old Rhodes Key,25.36443,-80.21508,1995,2021,Y,
SERC,Old Rhodes Key Channel,25.35918,-80.20052,1995,2011,N,
SERC,Old Rhodes Key Reef,25.32500,-80.16360,1995,2021,Y,
SERC,Pennekamp G27,25.30788,-80.26165,1995,2021,Y,
SERC,Pine Channel,24.69242,-81.39198,1995,2011,N,
SERC,Plantation Point,24.95012,-80.56218,1995,2021,Y,
SERC,Port Elizabeth,25.24620,-80.29918,1995,2021,Y,
SERC,Radabob Key,25.11355,-80.37342,1995,2021,Y,
SERC,Radabob Key Channel,25.11025,-80.36088,1995,2011,N,
SERC,Rattlesnake Key,25.17332,-80.33985,1995,2021,Y,
SERC,Rebecca Shoal,24.59133,-82.58783,1995,2021,Y,
SERC,Red Bay Bank,24.75550,-81.17218,1995,2021,Y,
SERC,S Quicksands,24.53550,-82.36733,1995,2021,Y,
SERC,Saddlebunch Keys,24.58782,-81.57698,1995,2021,Y,
SERC,Sands Key,25.51000,-80.16500,1995,2021,Y,
SERC,Satan Shoal,24.45833,-81.98167,1995,2021,Y,
SERC,SE Marquesas,24.54167,-82.10000,1995,2021,Y,
SERC,Seven Mile Br. Channel,24.64502,-81.16508,1995,2011,N,
SERC,Seven Mile Bridge,24.69193,-81.18245,1995,2021,Y,
SERC,Shark Key,24.61762,-81.65008,1995,2011,N,
SERC,Snipe Keys,24.65752,-81.63265,1995,2021,Y,
SERC,Sombrero Key,24.60693,-81.15442,1995,2021,Y,
SERC,Sombrero Key #2,24.63000,-81.11200,1997,2021,Y,
SERC,Southeast Channel,24.56333,-82.80500,1995,2011,N,
SERC,Spanish Harbor Keys,24.64538,-81.30722,1995,2021,Y,
SERC,Sta 216i,25.20450,-80.24425,1995,1997,N,
SERC,Sta 248i,24.68392,-80.98310,1995,1997,N,
SERC,Sta 249i,24.66560,-80.97762,1995,1997,N,
SERC,Sta 265,24.81667,-81.08333,1995,2011,N,
SERC,Sta 271i,24.49103,-81.65048,1995,1997,N,
SERC,Sta 283,24.90000,-81.00000,1995,2011,N,
SERC,Sta 288,24.88333,-81.08333,1995,2021,Y,
SERC,Sta 323,24.70500,-82.17000,1995,2011,N,
SERC,Sta 326,24.70833,-82.25000,1995,2011,N,
SERC,Sta 329,24.71667,-82.54167,1995,2011,N,
SERC,Sta 329i,24.69667,-82.33667,1995,1995,N,
SERC,Sta 331,24.50683,-82.28767,1995,2011,N,
SERC,Sta 334,24.51217,-82.45033,1995,2011,N,
SERC,Sta 335,24.46083,-82.38317,1995,2021,Y,
SERC,Sta 336,24.65483,-82.64633,1995,2011,N,
SERC,Sta 339,24.42833,-82.51083,1995,2011,N,
SERC,Sta 340,24.48500,-82.65333,1995,2011,N,
SERC,Sta 345,24.37900,-82.70467,1995,2011,N,
SERC,Sta 348i,24.52833,-82.85333,1995,1995,N,
SERC,Sta 350,24.45000,-82.86667,1995,2011,N,
SERC,Sta 351,24.69167,-81.79167,1995,2011,N,
SERC,Sta 352,24.77583,-81.78300,1995,2011,N,
SERC,Sta 353,24.85833,-81.77667,1995,2011,N,
SERC,Sta 354,24.94133,-81.76867,1995,2011,N,
SERC,Sta 355,25.02467,-81.76250,1995,2011,N,
SERC,Sta 356,25.10767,-81.75383,1995,2011,N,
SERC,Sta 357,25.19117,-81.74533,1995,2011,N,
SERC,Sta 358,25.27467,-81.73817,1995,2011,N,
SERC,Sta 359,25.35833,-81.73000,1995,2011,N,
SERC,Sta 360,25.44117,-81.72100,1995,2011,N,
SERC,Sta 361,25.52467,-81.71500,1995,2011,N,
SERC,Sta 362,25.60867,-81.70667,1995,2011,N,
SERC,Sta 363,25.69200,-81.69833,1995,2011,N,
SERC,Sta 364,25.69167,-81.53333,1995,2011,N,
SERC,Sta 365,25.60850,-81.53933,1995,2011,N,
SERC,Sta 366,25.52600,-81.54883,1995,2011,N,
SERC,Sta 367,25.44250,-81.55500,1995,2011,N,
SERC,Sta 368,25.35850,-81.56333,1995,2011,N,
SERC,Sta 369,25.27550,-81.57200,1995,2011,N,
SERC,Sta 370,25.19183,-81.57917,1995,2011,N,
SERC,Sta 371,25.10833,-81.58683,1995,2011,N,
SERC,Sta 372,25.02500,-81.59533,1995,2011,N,
SERC,Sta 373,24.94217,-81.60300,1995,2011,N,
SERC,Sta 374,24.85883,-81.61083,1995,2011,N,
SERC,Sta 375,24.77567,-81.61783,1995,2011,N,
SERC,Sta 376,24.84333,-81.43833,1995,2011,N,
SERC,Sta 377,24.93500,-81.43167,1995,2011,N,
SERC,Sta 378,25.01667,-81.41583,1995,2011,N,
SERC,Sta 379,25.10000,-81.40883,1995,2011,N,
SERC,Sta 380,25.18333,-81.40000,1995,2011,N,
SERC,Sta 381,25.26667,-81.39500,1995,2011,N,
SERC,Sta 382,25.35000,-81.38667,1995,2011,N,
SERC,Sta 383,25.43250,-81.37783,1995,2011,N,
SERC,Sta 384,25.51550,-81.37000,1995,2011,N,
SERC,Sta 385,25.60017,-81.36317,1995,2011,N,
SERC,Sta 386,25.55550,-81.34050,1995,2011,N,
SERC,Sta 387,25.50883,-81.31683,1995,2011,N,
SERC,Sta 388,25.42500,-81.29700,1995,2011,N,
SERC,Sta 389,25.34167,-81.27700,1995,2011,N,
SERC,Sta 390,25.26000,-81.26017,1995,2011,N,
SERC,Sta 391,25.17500,-81.23867,1995,2011,N,
SERC,Sta 392,25.09167,-81.24833,1995,2011,N,
SERC,Sta 393,25.00833,-81.25333,1995,2011,N,
SERC,Sta 394,24.92500,-81.26000,1995,2011,N,
SERC,Sta 395,24.87833,-81.19167,1995,2011,N,
SERC,Sta 396,24.83333,-81.12833,1995,2011,N,
SERC,Sta 397,24.91667,-81.11833,1995,2011,N,
SERC,Sta 398,25.00000,-81.11000,1995,2011,N,
SERC,Sta 399,25.08333,-81.09933,1995,2011,N,
SERC,Tarpon Belly Keys,24.72503,-81.52052,1995,2021,Y,
SERC,Tarpon Creek,24.61105,-81.50527,1995,2021,Y,
SERC,Tavernier Harbor,25.00840,-80.50148,1995,2021,Y,
SERC,Tennessee Reef,24.74362,-80.78423,1995,2021,Y,
SERC,The Elbow,25.14058,-80.25860,1995,2021,Y,
SERC,The Rocks,24.93965,-80.55162,1995,2021,Y,
SERC,Toms Harbor Cut,24.78333,-80.92395,1995,2011,N,
SERC,Toptree Hammock Chan.,24.71220,-81.45157,1995,2011,N,
SERC,Triangles,25.00167,-80.47490,1995,2021,Y,
SERC,Tripod Bank,24.87667,-80.95833,1995,2021,Y,
SERC,Triumph Reef,25.48053,-80.11768,1995,2021,Y,
SERC,Turtle Harbor,25.29452,-80.24542,1995,2021,Y,
SERC,Turtle Reef,25.26312,-80.18773,1995,2021,Y,
SERC,Upper MateCumbe Chnl,24.90185,-80.58238,1995,2011,N,
SERC,Upper Matecumbe Key,24.92703,-80.59852,1995,2021,Y,
SERC,W DTNP,24.66667,-83.08333,1995,2011,N,
SERC,W. Bahia Honda Key,24.79152,-81.28908,1995,2021,Y,
SERC,West Washerwoman,24.55943,-81.55955,1995,2021,Y,
SERC,Western Head,24.49862,-81.81895,1995,2021,Y,
SERC,Western Sambo,24.47538,-81.73742,1995,2021,Y,
SERC,Western Sambo #2,24.48300,-81.70000,1997,2021,Y,
SERC,White Bank,25.15897,-80.29455,1995,2021,Y,
SERC,White Shoal,24.64133,-82.89500,2008,2011,N,
SERC,Alligator Bay,25.67017,-81.16867,1994,2007,N,
SERC,Barnes Sound,25.22173,-80.38832,1989,2008,N,
SERC,Barron River,25.85327,-81.39337,1994,2008,N,
SERC,Big Carlos Pass,26.40035,-81.88395,1999,2008,N,
SERC,Big Lostmans Bay,25.56758,-81.07147,1992,2008,N,
SERC,Big Macro River (Red #24),25.95200,-81.68740,1999,2008,N,
SERC,Black Point,25.54583,-80.29467,1993,2008,N,
SERC,Blackwater River,25.92980,-81.60032,1994,2008,N,
SERC,Blackwater Sound,25.17405,-80.42308,1989,2008,N,
SERC,BNP Marker B,25.67167,-80.20500,1996,2008,N,
SERC,BNP Marker C,25.60167,-80.22083,1993,2008,N,
SERC,Broad River Bay,25.49973,-81.04898,1992,2008,N,
SERC,Broad River Mouth,25.47502,-81.15293,1992,2008,N,
SERC,Butternut Key,25.10175,-80.53140,1990,2008,N,
SERC,Cabbage Island,25.52940,-81.04338,1992,2007,N,
SERC,Capri Pass (Red #4),25.97527,-81.75582,1999,2008,N,
SERC,Captain Key,25.04008,-80.61405,1991,2008,N,
SERC,Card Sound Bridge,25.27355,-80.37458,1991,2008,N,
SERC,Card Sound North,25.35500,-80.29167,1993,2008,N,
SERC,Caxambas Bay (Green #3),25.90000,-81.68333,1999,2008,N,
SERC,Caxambas Pass,25.90600,-81.72760,1999,2008,N,
SERC,Chevalier Bay,25.71250,-81.20700,1994,2008,N,
SERC,Chino Island,26.50813,-82.15157,1999,2008,N,
SERC,Chokoloskee,25.80750,-81.34950,1994,2007,N,
SERC,Convoy Point,25.47833,-80.32083,1993,2008,N,
SERC,Coon Key Pass ,25.90960,-81.63850,1999,2007,N,
SERC,Coot Bay,25.19087,-80.91413,1992,2008,N,
SERC,Dismal Key,25.89447,-81.55887,1994,2008,N,
SERC,Dollar Bay,26.10000,-81.78718,1999,2008,N,
SERC,Duck Key,25.17707,-80.49157,1989,2008,N,
SERC,East Cape,25.08370,-81.08058,1989,2008,N,
SERC,Elliott Key,25.44167,-80.22333,1993,2007,N,
SERC,Estero Bay North,26.41667,-81.88000,1999,2008,N,
SERC,Estero Bay South,26.40732,-81.86485,1999,2008,N,
SERC,Faka Union Pass,25.87417,-81.51600,1994,2008,N,
SERC,Faka Union River,25.90000,-81.51600,1994,2008,N,
SERC,Fakahatchee Bay,25.88950,-81.47650,2002,2008,N,
SERC,Featherbed Bank,25.51583,-80.24000,1993,2008,N,
SERC,Fender Point,25.50500,-80.28750,1993,2008,N,
SERC,First Bay,25.55453,-81.18367,1992,2008,N,
SERC,First National,26.04217,-81.76158,1999,2008,N,
SERC,Fishermans Point,26.50130,-82.01350,1999,2008,N,
SERC,Garfield Bight,25.15048,-80.80922,1991,2008,N,
SERC,Goodland Bridge,25.93467,-81.65325,1999,2008,N,
SERC,Gullivan Bay,25.88197,-81.61785,1994,2008,N,
SERC,Gun Rock Point,25.69167,-81.29867,1994,2008,N,
SERC,Gunboat Island,25.37892,-81.03073,1992,2008,N,
SERC,Hall Bay,26.01553,-81.74300,1999,2008,N,
SERC,Harney River Junction,25.43168,-81.08238,1992,2008,N,
SERC,Harney River Mouth,25.41168,-81.14145,1992,2008,N,
SERC,Henderson Creek,26.02570,-81.73320,2002,2008,N,
SERC,Highway Creek,25.25360,-80.44415,1991,2008,N,
SERC,Huston Bay,25.75300,-81.25550,1994,2008,N,
SERC,Huston River,25.73133,-81.28467,1994,2007,N,
SERC,Indian Key,25.80483,-81.46250,1994,2008,N,
SERC,Indian Key Pass,25.82718,-81.44108,1994,2008,N,
SERC,Joe Bay,25.22447,-80.53658,1991,2008,N,
SERC,Johnson Bay,25.98818,-81.72913,1999,2008,N,
SERC,Johnson Key Basin,25.04247,-80.91482,1989,2008,N,
SERC,Kewaydin Channel,26.06305,-81.77813,1999,2008,N,
SERC,Little Blackwater Sound,25.20668,-80.44040,1991,2008,N,
SERC,Little Madeira Bay,25.17517,-80.62692,1991,2008,N,
SERC,Long Sound,25.22737,-80.46167,1989,2008,N,
SERC,Lopez Bay,25.78417,-81.33217,1994,2008,N,
SERC,Lopez River,25.78550,-81.30917,1994,2008,N,
SERC,Lostmans Five Bay,25.63333,-81.14500,1994,2008,N,
SERC,Manatee Bay,25.25103,-80.41517,1991,2008,N,
SERC,Marker G-1B,25.56917,-80.19250,1993,2008,N,
SERC,Marker G-71,25.73667,-80.18500,1996,2008,N,
SERC,Matheson Beach,25.68833,-80.23333,1996,2008,N,
SERC,Midbay North,25.56417,-80.23500,1993,2007,N,
SERC,Midbay South,25.47250,-80.23333,1993,2007,N,
SERC,Middle Broad River,25.48605,-81.11115,1992,2008,N,
SERC,Middle Chatham River,25.70783,-81.25217,1994,2008,N,
SERC,Middle Key,25.28503,-80.39503,1991,2008,N,
SERC,Midway Keys,25.28503,-80.97580,1992,2007,N,
SERC,Murray Key,25.11827,-80.93965,1989,2008,N,
SERC,Near Black Ledge,25.57333,-80.28667,1993,2007,N,
SERC,North I-195 Basin,25.81667,-80.16667,1996,2007,N,
SERC,North Marker 36,25.32600,-81.01455,1992,2008,N,
SERC,North Normandy Isle,25.86667,-80.15000,1996,2008,N,
SERC,North River Mouth,25.30090,-80.96033,1992,2007,N,
SERC,North Venetian Basin,25.80000,-80.16667,1996,2008,N,
SERC,Old Dan Bank,24.86720,-80.80715,1989,2008,N,
SERC,Oleta River Park,25.90500,-80.13333,1996,2008,N,
SERC,Outer Clam Pass,26.37845,-81.85938,1999,2008,N,
SERC,Outer Gordon Pass,26.09112,-81.81057,1999,2008,N,
SERC,Oxfoot Bank,24.98073,-81.00163,1989,2008,N,
SERC,Oyster Bay,25.33115,-81.07267,1992,2008,N,
SERC,Panther Key,25.84933,-81.54217,1994,2007,N,
SERC,Park Key,25.11797,-80.59972,1989,2008,N,
SERC,Pelican Bank,25.44500,-80.28333,1993,2008,N,
SERC,Peterson Keys,24.92950,-80.75047,1989,2008,N,
SERC,Pine Island Sound,26.56030,-82.16610,1999,2008,N,
SERC,Point Ybel (Red #8),26.46237,-82.00658,1999,2008,N,
SERC,Ponce De Leon Bay,25.34972,-81.12457,1992,2008,N,
SERC,Porpoise Lake,25.00660,-80.68127,1989,2008,N,
SERC,Rabbit Key Basin,25.00242,-80.90010,1989,2008,N,
SERC,Rabbit Key Pass,25.77000,-81.38333,1994,2008,N,
SERC,Rankin Lake,25.12138,-80.80288,1989,2008,N,
SERC,Reckems Point,26.53430,-82.05758,1999,2008,N,
SERC,Roberts River Mouth,25.27965,-80.93077,1992,2008,N,
SERC,Rookery Bay,26.02940,-81.74873,1999,2008,N,
SERC,Rt.951 Bridge,25.96220,-81.70795,1999,2008,N,
SERC,Rubicon Keys,25.40000,-80.25500,1993,2007,N,
SERC,San Carlos Bay,26.46925,-82.04573,1999,2008,N,
SERC,Sands Cut,25.48833,-80.18833,1993,2008,N,
SERC,Shell Key,25.91117,-81.61533,1994,2008,N,
SERC,Shell Point,26.52302,-82.00525,1999,2008,N,
SERC,Shoal Point,25.63000,-80.25000,1996,2008,N,
SERC,South Card Sound,25.31667,-80.31667,1996,2008,N,
SERC,South Dodge Island,25.76333,-80.17167,1996,2008,N,
SERC,Southeast Marker 12,25.22840,-80.93300,1992,2008,N,
SERC,Sprigger Bank,24.91860,-80.93487,1989,2008,N,
SERC,Sta 351,24.69167,-81.79167,1995,2007,N,
SERC,Sta 352,24.77583,-81.78300,1995,2007,N,
SERC,Sta 353,24.85833,-81.77667,1995,2007,N,
SERC,Sta 354,24.94133,-81.76867,1995,2007,N,
SERC,Sta 355,25.02467,-81.76250,1995,2007,N,
SERC,Sta 356,25.10767,-81.75383,1995,2007,N,
SERC,Sta 357,25.19117,-81.74533,1995,2007,N,
SERC,Sta 358,25.27467,-81.73817,1995,2007,N,
SERC,Sta 359,25.35833,-81.73000,1995,2007,N,
SERC,Sta 360,25.44117,-81.72100,1995,2007,N,
SERC,Sta 361,25.52467,-81.71500,1995,2007,N,
SERC,Sta 362,25.60867,-81.70667,1995,2007,N,
SERC,Sta 363,25.69200,-81.69833,1995,2007,N,
SERC,Sta 364,25.69167,-81.53333,1995,2007,N,
SERC,Sta 365,25.60850,-81.53933,1995,2007,N,
SERC,Sta 366,25.52600,-81.54883,1995,2007,N,
SERC,Sta 367,25.44250,-81.55500,1995,2007,N,
SERC,Sta 368,25.35850,-81.56333,1995,2007,N,
SERC,Sta 369,25.27550,-81.57200,1995,2007,N,
SERC,Sta 370,25.19183,-81.57917,1995,2007,N,
SERC,Sta 371,25.10833,-81.58683,1995,2007,N,
SERC,Sta 372,25.02500,-81.59533,1995,2007,N,
SERC,Sta 373,24.94217,-81.60300,1995,2007,N,
SERC,Sta 374,24.85883,-81.61083,1995,2007,N,
SERC,Sta 375,24.77567,-81.61783,1995,2007,N,
SERC,Sta 376,24.84333,-81.43833,1995,2007,N,
SERC,Sta 377,24.93500,-81.43167,1995,2007,N,
SERC,Sta 378,25.01667,-81.41583,1995,2007,N,
SERC,Sta 379,25.10000,-81.40883,1995,2007,N,
SERC,Sta 380,25.18333,-81.40000,1995,2007,N,
SERC,Sta 381,25.26667,-81.39500,1995,2007,N,
SERC,Sta 382,25.35000,-81.38667,1995,2007,N,
SERC,Sta 383,25.43250,-81.37783,1995,2007,N,
SERC,Sta 384,25.51550,-81.37000,1995,2007,N,
SERC,Sta 385,25.60017,-81.36317,1995,2007,N,
SERC,Sta 386,25.55550,-81.34050,1995,2007,N,
SERC,Sta 387,25.50883,-81.31683,1995,2007,N,
SERC,Sta 388,25.42500,-81.29700,1995,2007,N,
SERC,Sta 389,25.34167,-81.27700,1995,2007,N,
SERC,Sta 390,25.26000,-81.26017,1995,2007,N,
SERC,Sta 391,25.17500,-81.23867,1995,2007,N,
SERC,Sta 392,25.09167,-81.24833,1995,2007,N,
SERC,Sta 393,25.00833,-81.25333,1995,2007,N,
SERC,Sta 394,24.92500,-81.26000,1995,2007,N,
SERC,Sta 395,24.87833,-81.19167,1995,2007,N,
SERC,Sta 396,24.83333,-81.12833,1995,2007,N,
SERC,Sta 397,24.91667,-81.11833,1995,2007,N,
SERC,Sta 398,25.00000,-81.11000,1995,2007,N,
SERC,Sta 399,25.08333,-81.09933,1995,2007,N,
SERC,Sunday Bay,25.79600,-81.28000,1994,2008,N,
SERC,Tarpon Bay,25.41728,-80.99843,1992,2008,N,
SERC,Terrapin Bay,25.14037,-80.71612,1991,2008,N,
SERC,Third Bay,25.58017,-81.12093,1992,2008,N,
SERC,Twin Key Basin,24.97767,-80.75352,1989,2008,N,
SERC,Upper Chatham River,25.71750,-81.23050,1994,2007,N,
SERC,Useppa Island,26.63470,-82.20543,1999,2008,N,
SERC,Watson River Chickee,25.33187,-80.98370,1992,2008,N,
SERC,West Arsenicker,25.42017,-80.31083,1993,2008,N,
SERC,West Marker 18,25.24080,-80.95793,1992,2008,N,
SERC,West Marker 34,25.28613,-81.02365,1992,2008,N,
SERC,West Pass,25.83033,-81.50283,1994,2008,N,
SERC,Whipray Basin,25.09142,-80.75478,1989,2008,N,
SERC,White Horse Key,25.86678,-81.57482,1994,2008,N,
SERC,Wiggins Pass,26.29167,-81.82000,1999,2008,N,
BC,#1 HILLSBORO CANAL US 1,26.32555,-80.09015,2006,2021,Y,
BC,#2 HILLSBORO LOCK,26.32770,-80.13158,2006,2021,Y,
BC,#3 HILLSBORO CANAL US 441,26.32783,-80.20302,2006,2021,Y,
BC,#4 HILLSBORO CANAL SE GROWERS,26.35132,-80.28333,2006,2021,Y,
BC,#5 POMPANO CANAL US1,26.22162,-80.10303,2006,2021,Y,
BC,#6 CYPRESS CREEK DIXIE HWY,26.20620,-80.13263,2006,2021,Y,
BC,#7 CYPRESS CREEK S. PALM AIRE,26.21857,-80.17055,2006,2021,Y,
BC,#8 POMPANO CANAL US 441,26.23050,-80.20485,2006,2021,Y,
BC,#10 MIDDLE RIVER E SUNRISE,26.13687,-80.11832,2006,2021,Y,
BC,#11 MIDDLE RIVER NW 21ST AVE,26.17330,-80.17093,2006,2021,Y,
BC,#12 MIDDLE RIVER NW 31ST AVE,26.17312,-80.18698,2006,2021,Y,
BC,#14 MIDDLE RIVER UNIVERS. DRV,26.16428,-80.25662,2006,2021,Y,
BC,#15 NEW RIVER ANDREWS AVE,26.11830,-80.14363,2006,2021,Y,
BC,#16 NORTH FORK BROWARD BLVD,26.12168,-80.16306,2006,2021,Y,
BC,#17 PLANTATION CANAL @ S-33,26.13588,-80.19450,2019,2021,Y,
BC,#19 NEW RIVER RIVER REACH,26.10898,-80.15908,2006,2021,Y,
BC,#20 N NEW RIV BRADFORD MARINA,26.08717,-80.18547,2006,2021,Y,
BC,#21 N NEW RIVER SEWELL LOCKS,26.09499,-80.22959,2006,2012,N,
BC,#22 N NEW RIVER SW 125 AVE,26.11607,-80.31660,2006,2021,Y,
BC,#23 N NEW RIVER E OF US 27,26.14931,-80.44208,2006,2021,Y,
BC,#24 DANIA CUT-OFF US-1,26.05950,-80.14398,2006,2021,Y,
BC,#25 HOLLYWOOD CANAL STIRLING,26.04815,-80.15513,2006,2021,Y,
BC,#26 DANIA CUT-OFF RAVENSWOOD,26.06812,-80.16860,2006,2021,Y,
BC,#28 S NEW RIVER CANAL FLAMINGO,26.06385,-80.31325,2006,2021,Y,
BC,#29 S NEW RIVER CANAL US 27,26.06153,-80.43357,2006,2021,Y,
BC,#31 SNAKE CRK CANAL FLAMINGO,25.96420,-80.31062,2006,2021,Y,
BC,#32 SNAKE CRK CANAL US 27,25.95677,-80.43062,2006,2021,Y,
BC,#33 ICW SOUTH OF HILLSBORO BRG,26.31338,-80.08060,2006,2021,Y,
BC,#34 ICW NORTH OF MARKER 71,26.26352,-80.08240,2006,2021,Y,
BC,#35 ICW NE 14TH ST POMPANO,26.25110,-80.08962,2006,2021,Y,
BC,#36 ICW COMMERCIAL BLVD,26.19035,-80.10250,2006,2021,Y,
BC,#37 ICW SUNRISE BLVD,26.13877,-80.10807,2006,2021,Y,
BC,#38 ICW 17TH ST CAUSEWAY,26.10265,-80.11868,2006,2021,Y,
BC,#39 ICW MARKER 35,26.06550,-80.11408,2006,2021,Y,
BC,#40 ICW SHERIDAN ST,26.03485,-80.11713,2006,2021,Y,
BC,#41 ICW HALLANDALE BCH BLVD,25.98717,-80.12145,2006,2021,Y,
BC,#49 HENDRICKS ISLE,26.11967,-80.12471,2006,2012,N,
BC,#64 NORTH FORK AT SISTRUNK,26.12837,-80.17503,2006,2021,Y,
BC,#89 NOB HILL RD POMPANO CANAL,26.22965,-80.28195,2006,2021,Y,
BC,#90 FPL CANAL SOUTH F NEW RIV,26.08537,-80.18406,2006,2015,N,
BC,#110 POMPANO CANAL AT DIXIE AN,26.23132,-80.12687,2006,2021,Y,
BC,#111 S. FORK MID R. @ N.E. 15,26.23132,-80.12687,2006,2021,Y,
BC,#112 N. FORK MID R. @ N.E. 16,26.16392,-80.12632,2006,2021,Y,
BC,#114 SHERIDAN E OF US 27,26.02911,-80.41139,2006,2009,N,
BC,#120 HILLSBORO CANAL W OF DIXIE HWY,26.32458,-80.09900,2013,2021,Y,
BC,#121 PLANTATION CANAL @ US 441,26.13533,-80.20200,2013,2021,Y,
BC,#122 N NEW RIVER CANAL @ UNIVERSITY DR,26.09983,-80.25017,2013,2021,Y,
BC,#123 N NEW RIVER CANAL @ SECRET WOODS,26.09062,-80.17882,2013,2021,Y,
BC,#124 S NEW RIVER CANAL @ FL TPK,26.06565,-80.21588,2013,2021,Y,
BC,#125 Las Olas Canal @ NE 21 Ave,26.12890,-80.11855,2013,2021,Y,
BC,#126 POMPANO CANAL @ AVONDALE PARK,26.22780,-80.13570,2013,2021,Y,
BC,#127 CYPRESS CREEK POMPANO CANAL JUNCTION,26.22241,-80.10643,2014,2015,N,
BC,#128 SW 30th Ave North of Griffin Road,26.06768,-80.18218,2019,2021,Y,
BC,#129 Taft Street,26.02595,-80.16338,2019,2021,Y,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
